id,cid,tag,blabel,publicview,imgvh,title1,creator1,contributor1,contributor2,contributor3,contributor4,contributor5,contributor6,contributor7,contributor8,contributor9,subject1,subject2,subject3,description1,description2,description3,description4,publisher1,date1,type1,type2,format1,identifier1,identifier2,source1,language1,relation1,coverage1,pdffile,pdfsize,donated
169,0,0012_003049_000369,No Time for Sergeants,1,650,No Time for Sergeants,University of Tennessee Theatre Department ,"Levin, Ira",,,,"Cooke, Thomas P.",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, June 15-17, 20-23, 1967, The Carousel Theatre, Directed by Thomas P. Cooke",1966-67,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1967-06-15,Text,,image/jpeg,0235,,,English,,"June 15-17, 20-23, 1967",0012_003049_000369.pdf,7033615,
170,0,0012_003049_000370,Look Back in Anger,1,650,Look Back in Anger,University of Tennessee Theatre Department ,"Osborne, John",,,,"Rogers, Clark",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, June 29-July 1, 4-7, 1967, The Carousel Theatre, Directed by Clark Rogers",1966-67,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1967-06-29,Text,,image/jpeg,0235,,,English,,"June 29, July 1, 4-7, 1967",0012_003049_000370.pdf,5533807,
171,0,0012_003049_000371,The Absence of a Cello,1,650,The Absence of a Cello,University of Tennessee Theatre Department ,"Wallach, Ira",,,,"Mashburn, Robert",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, July 13-15, 18-21, 1967, The Carousel Theatre, Directed by Robert Mashburn",1966-67,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1967-07-13,Text,,image/jpeg,0235,,,English,,"July 13-15, 18-21, 1967",0012_003049_000371.pdf,5416543,
172,0,0012_003049_000372,Glad Tiding,1,650,Glad Tiding,University of Tennessee Theatre Department ,"Mabley, Edward",,,,"Soper, Paul L.",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, July 27-29, August 1-3, 5, 1967, The Carousel Theatre, Directed by Paul L. Soper",1966-67,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1967-07-27,Text,,image/jpeg,0235,,,English,,"July 27-29, Aug 1-3, 5, 1967",0012_003049_000372.pdf,5478440,
173,0,0012_003049_000373,How to Succeed in Business Without Really Trying,1,650,How to Succeed in Business Without Really Trying,University of Tennessee Theatre Department ,"Loesser, Frank","Burrows, Abe","Weinstock, Jack","Gilbert, Willie","Harris, Albert J.",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, August 10-12, 15-18, 1967, The Carousel Theatre, Directed by Albert Harris",1966-67,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1967-08-10,Text,,image/jpeg,0235,,,English,,"Aug 10-12, 15-18, 1967",0012_003049_000373.pdf,5746630,
174,0,0012_003049_000374,"Come Back, Little Sheba",1,650,"Come Back, Little Sheba",University of Tennessee Theatre Department ,"Inge, William",,,,"Soper, Paul L.",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, October 12-14, 17-20, 1967, The Carousel Theatre, Directed by Paul L. Soper",1967-68,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1967-10-12,Text,,image/jpeg,0235,,,English,,"Oct 12-14, 17-20, 1967",0012_003049_000374.pdf,5744981,
175,0,0012_003049_000375,Love for Love,1,650,Love for Love,University of Tennessee Theatre Department ,"Congreve, William",,,,"Cooke, Thomas P.",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, October 25-28, 1967, Carousel Theatre, Directed by Thomas Cooke",1967-68,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1967-10-25,Text,,image/jpeg,0235,,,English,,"Oct 25-28, 1967",0012_003049_000375.pdf,2357203,
176,0,0012_003049_000376,West Side Story,1,650,West Side Story,University of Tennessee Theatre Department ,"Laurents, Arthur","Bernstein, Leonard","Sondheim, Stephen",,"Fields, Fred",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"November 16-18, 21-24, 1967, The Carousel Theatre, Directed by Fred Fields",1967-68,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1967-11-16,Text,,image/jpeg,0235,,,English,,"Nov 16-18, 21-24, 1967",0012_003049_000376.pdf,6136281,
177,0,0012_003049_000377,The Caretaker,1,650,The Caretaker,University of Tennessee Theatre Department ,"Pinter, Harold",,,,"Mashburn, Robert",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, February 21-24, 1968, The Carousel Theatre, Directed by Robert Mashburn",1967-68,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1968-02-21,Text,,image/jpeg,0235,,,English,,"Feb 21-24, 1968",0012_003049_000377.pdf,2791835,
178,0,0012_003049_000378,Spoon River Anthology,1,650,Spoon River Anthology,University of Tennessee Theatre Department ,"Masters, Edgar Lee",,,,"Fields, Fred",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, March 5-6, 1968, The Carousel Theatre, Directed by Fred Fields",1967-68,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1968-03-05,Text,,image/jpeg,0235,,,English,,"Mar 5-6, 1968",0012_003049_000378.pdf,4068471,
179,0,0012_003049_000379,The Insect Comedy,1,650,The Insect Comedy,University of Tennessee Theatre Department ,"Capek, Josef","Capek, Karel",,,"Rogers, Clark",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, April 17-20, 1968, The Carousel Theatre, Directed by Clark Rogers",1967-68,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1968-04-17,Text,,image/jpeg,0235,,,English,,"Apr 17-20, 1968",0012_003049_000379.pdf,2888026,
180,0,0012_003049_000380,The Typists and the Tiger,1,650,The Typists and the Tiger,University of Tennessee Theatre Department ,"Schisgal, Murray",,,,"Rogers, Clark",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, June 20-22, 25-28, 1968, The Carousel Theatre, Directed by Clark Rogers",1967-68,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1968-06-20,Text,,image/jpeg,0235,,,English,,"June 20-22, 25-28, 1968",0012_003049_000380.pdf,7692274,
181,0,0012_003049_000381,Harold,1,650,Harold,University of Tennessee Theatre Department ,"Raucher, Herman",,,,"Mashburn, Robert",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, July 18-20, 23-26, 1968, The Carousel Theatre, Directed by Robert Mashburn",1967-68,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1968-07-18,Text,,image/jpeg,0235,,,English,,"July 18-20, 23-26, 1968",0012_003049_000381.pdf,8052394,
182,0,0012_003049_000382,A Funny Thing Happened on the Way to the Forum,1,650,A Funny Thing Happened on the Way to the Forum,University of Tennessee Theatre Department ,"Shrevelove, Burt","Gelbart, Larry","Sondheim, Stephen",,"Harris, Albert J.",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, August 15-17, 20-23, 1968, The Carousel Theatre, Directed by Albert Harris",1967-68,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1968-08-15,Text,,image/jpeg,0235,,,English,,"Aug 15-17, 20-23, 1968",0012_003049_000382.pdf,8377464,
183,0,0012_003049_000383,The Subject Was Roses,1,650,The Subject Was Roses,University of Tennessee Theatre Department ,"Gilroy, Frank D.",,,,"Soper, Paul L.",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, October 17-19, 21-25, 1968, The Carousel Theatre, Directed by Paul L. Soper",1968-69,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1968-10-17,Text,,image/jpeg,0235,,,English,,"Oct 17-19, 21-25, 1968",0012_003049_000383.pdf,7822185,
184,0,0012_003049_000384,Luther,1,650,Luther,University of Tennessee Theatre Department ,"Osborne, John",,,,"Cooke, Thomas P.",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, October 30-November 2, 1968, Carousel Theatre, Directed by Thomas Cooke",1968-69,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1968-10-30,Text,,image/jpeg,0235,,,English,,"Oct 30-Nov 2, 1968",0012_003049_000384.pdf,2837727,
185,0,0012_003049_000385,Guys and Dolls,1,650,Guys and Dolls,University of Tennessee Theatre Department ,"Loesser, Frank","Swerling, Jo","Burrows, Abe",,"Fields, Fred",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, November 14-16, 19-22, 1968, The Carousel Theatre, Directed by Fred Fields",1968-69,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1968-11-14,Text,,image/jpeg,0235,,,English,,"Nov 14-16, 19-22, 1968",0012_003049_000385.pdf,8226971,
186,0,0012_003049_000386,Period of Adjustment,1,650,Period of Adjustment,University of Tennessee Theatre Department ,"Williams, Tennessee",,,,"Mashburn, Robert",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, January 30-February 1, 4-7, 1969, The Carousel Theatre, Directed by Robert Mashburn",1968-69,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1969-01-30,Text,,image/jpeg,0235,,,English,,"Jan 30, Feb 1, 4-7, 1969",0012_003049_000386.pdf,8325378,
187,0,0012_003049_000387,The Rimers of Eldritch,1,650,The Rimers of Eldritch,University of Tennessee Theatre Department ,"Wilson, Lanford",,,,"Fields, Fred",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, February 19-22, 1969, The Carousel Theatre, Directed by Fred Fields",1968-69,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1969-02-19,Text,,image/jpeg,0235,,,English,,"Feb 19-22, 1969",0012_003049_000387.pdf,2675689,
188,0,0012_003049_000388,"Philadelphia, Here I Come!",1,650,"Philadelphia, Here I Come!",University of Tennessee Theatre Department ,"Friel, Brian",,,,"Cooke, Thomas P.",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, April 3-5, 8-11, 1969, The Carousel Theatre, Directed by Thomas Cooke",1968-69,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1969-04-03,Text,,image/jpeg,0235,,,English,,"Apr 3-5, 8-11, 1969",0012_003049_000388.pdf,8427916,
189,0,0012_003049_000389,The Threepenny Opera,1,650,The Threepenny Opera,University of Tennessee Theatre Department ,"Brecht, Bertolt","Weill, Kurt",,,"Harris, Albert J.",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, April 16-19, 1969, The Carousel Theatre, Directed by Albert Harris",1968-69,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1969-04-16,Text,,image/jpeg,0235,,,English,,"Apr 16-19, 1969",0012_003049_000389.pdf,3041141,
190,0,0012_003049_000390,The Owl and the Pussycat,1,650,The Owl and the Pussycat,University of Tennessee Theatre Department ,"Manhoff, Bill",,,,"Mashburn, Robert",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, May 1-3, 6-9, 1969, The Carousel Theatre, Directed by Robert Mashburn",1968-69,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1969-05-01,Text,,image/jpeg,0235,,,English,,"May 1-3, 6-9, 1969",0012_003049_000390.pdf,8320224,
191,0,0012_003049_000391,My Three Angels,1,650,My Three Angels,University of Tennessee Theatre Department ,"Spewack, Sam","Spewack, Bella",,,"Harris, Albert J.",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, June 19-21, 24-27, 1969, The Carousel Theatre, Directed by Albert Harris",1968-69,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1969-06-19,Text,,image/jpeg,0235,,,English,,"June 19-21, 24-27, 1969",0012_003049_000391.pdf,6792779,
192,0,0012_003049_000392,"The Dock Brief, and Black Comedy",1,650,"The Dock Brief, and Black Comedy",University of Tennessee Theatre Department ,"Mortimer, John","Shaffer, Peter",,,"Cooke, Thomas P.",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, July 3-5, 8-11, 1969, The Carousel Theatre, Directed by Thomas Cooke",1968-69,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1969-07-03,Text,,image/jpeg,0235,,,English,,"July 3-5, 8-11, 1969",0012_003049_000392.pdf,9543638,
193,0,0012_003049_000393,Barefoot in the Park,1,650,Barefoot in the Park,University of Tennessee Theatre Department ,"Simon, Neil",,,,"Mashburn, Robert",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, July 17-19, 22-25, 1969, The Carousel Theatre, Directed by Robert Mashburn",1968-69,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1969-07-17,Text,,image/jpeg,0235,,,English,,"July 17-19, 22-25, 1969",0012_003049_000393.pdf,8169517,
194,0,0012_003049_000394,Blue Denim,1,650,Blue Denim,University of Tennessee Theatre Department ,"Herlihy, James Leo","Noble, William",,,"Soper, Paul L.",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, July 31-August 2, 5-8, 1969, The Carousel Theatre, Directed by Paul L. Soper",1968-69,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1969-07-31,Text,,image/jpeg,0235,,,English,,"July 3, Aug 2, 5-8, 1969",0012_003049_000394.pdf,7438546,
195,0,0012_003049_000395,Orpheus Descending,1,650,Orpheus Descending,University of Tennessee Theatre Department ,"Williams, Tennessee",,,,"Harris, Albert J.",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, October 23-25, 27-29, 31, 1969, The Carousel Theatre, Directed by Albert Harris",1969-70,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1969-10-23,Text,,image/jpeg,0235,,,English,,"Oct 23-25, 27-29, 31, 1969",0012_003049_000395.pdf,7852404,
196,0,0012_003049_000396,Arlecchino: Servant of Two Masters,1,650,Arlecchino: Servant of Two Masters,University of Tennessee Theatre Department ,"Goldoni, Carlo",,,,"Meacham, Paul",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, November 5-8, 1969, The Carousel Theatre, Directed by Paul Meacham",1969-70,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1969-11-05,Text,,image/jpeg,0235,,,English,,"Nov 5-8, 1969",0012_003049_000396.pdf,1405179,
197,0,0012_003049_000397,The Grass Harp,1,650,The Grass Harp,University of Tennessee Theatre Department ,"Capote, Truman",,,,"Fields, Fred",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, February 18-21, 1970, Directed by Fred Fields",1969-70,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1970-02-18,Text,,image/jpeg,0235,,,English,,"Feb 18-21, 1970",0012_003049_000397.pdf,3105424,
198,0,0012_003049_000398,The Fantasticks,1,650,The Fantasticks,University of Tennessee Theatre Department ,"Jones, Tom","Schmidt, Harvey",,,"Fields, Fred",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, November 20-22, 24-26, 28, 1969, The Carousel Theatre, Directed by Fred Fields",1969-70,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1969-11-20,Text,,image/jpeg,0235,,,English,,"Nov 20-22, 24-26, 28, 1969",0012_003049_000398.pdf,8010981,
199,0,0012_003049_000399,The Lion in Winter,1,650,The Lion in Winter,University of Tennessee Theatre Department ,"Goldman, James",,,,,,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, January 29-31, February 2-4, 6, 1970, Carousel Theatre",1969-70,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1970-01-29,Text,,image/jpeg,0235,,,English,,"Jan 29-31, Feb 2-4, 6, 1970",0012_003049_000399.pdf,3438845,
200,0,0012_003049_000400,Don't Drink the Water,1,650,Don't Drink the Water,University of Tennessee Theatre Department ,"Allen, Woody",,,,"Mashburn, Robert",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, April 30-May 2, 4-6, 8, 1970, The Carousel Theatre, Directed by Robert Mashburn",1969-70,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1970-04-30,Text,,image/jpeg,0235,,,English,,"Apr 30, May 2, 4-6, 8, 1970",0012_003049_000400.pdf,7955472,
201,0,0012_003049_000401,Irma La Douce,1,650,Irma La Douce,University of Tennessee Theatre Department ,"Monnot, Margaret","Breffort, Alexandre",,,"Harris, Albert J.",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, April 2-4, 6-8, 10, 1970, The Carousel Theatre, Directed by Albert Harris",1969-70,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1970-04-02,Text,,image/jpeg,0235,,,English,,"Apr 2-4, 6-8, 10, 1970",0012_003049_000401.pdf,8178177,
202,0,0012_003049_000402,"Hail Scrawdyke! Or, Little Malcolm and His Struggle Against the Eunuchs",1,650,"Hail Scrawdyke! Or, Little Malcolm and His Struggle Against the Eunuchs",University of Tennessee Theatre Department ,"Halliwell, David",,,,"Meacham, Paul",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, May 18-21, 1970, The Carousel Theatre, Directed by Paul Meacham",1969-70,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1970-05-18,Text,,image/jpeg,0235,,,English,,"May 18-21, 1970",0012_003049_000402.pdf,2748894,
203,0,0012_003049_000403,You Know I Can't Hear You When the Water's Running,1,650,You Know I Can't Hear You When the Water's Running,University of Tennessee Theatre Department ,"Anderson, Robert",,,,"Meacham, Paul",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, June 18-20, 22-24, 26, 1970, The Carousel Theatre, Directed by Paul T. Meacham",1969-70,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1970-06-18,Text,,image/jpeg,0235,,,English,,"June 18-20, 22-24, 26, 1970",0012_003049_000403.pdf,7651748,
204,0,0012_003049_000404,We Bombed in New Haven,1,650,We Bombed in New Haven,University of Tennessee Theatre Department ,"Heller, Joseph",,,,"Meacham, Paul",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, July 30-August 1, 3-5, 7, 1970, The Carousel Theatre, Directed by Paul Meacham",1969-70,1960/61-1969/70,"Knoxville, Tenn. : The University of Tennessee",1970-07-30,Text,,image/jpeg,0235,,,English,,"July 30, Aug 1, 3-5, 7, 1970",0012_003049_000404.pdf,7965695,
205,0,0012_003049_000405,The Boys in the Band,1,650,The Boys in the Band,University of Tennessee Theatre Department ,"Crowley, Mart",,,,"Mashburn, Robert",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, October 21-24, 26-28, 1970, The Carousel Theatre, Directed by Robert Mashburn",1970-71,1970/71-1979/80,"Knoxville, Tenn. : The University of Tennessee",1970-10-21,Text,,image/jpeg,0235,,,English,,"Oct 21-24, 26-28, 1970",0012_003049_000405.pdf,7380458,
206,0,0012_003049_000406,A Delicate Balance,1,650,A Delicate Balance,University of Tennessee Theatre Department ,"Albee, Edward",,,,"Fields, Fred",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, November 5-7, 9-12, 1970, The Carousel Theatre, Directed by Fred Fields",1970-71,1970/71-1979/80,"Knoxville, Tenn. : The University of Tennessee",1970-11-05,Text,,image/jpeg,0235,,,English,,"Nov 5-7, 9-12, 1970",0012_003049_000406.pdf,7609144,
207,0,0012_003049_000407,"Look Homeward, Angel",1,650,"Look Homeward, Angel",University of Tennessee Theatre Department ,"Frings, Ketti",,,,"Soper, Paul L.",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, November 14, 16-21, 1970, Clarence Brown Theatre, Directed by Paul L. Soper",1970-71,1970/71-1979/80,"Knoxville, Tenn. : The University of Tennessee",1970-11-14,Text,,image/jpeg,0235,,,English,,"Nov 14, 16-21, 1970",0012_003049_000407.pdf,11718441,
208,0,0012_003049_000408,Conerico Was Here To Stay and Big Sur,1,650,Conerico Was Here To Stay and Big Sur,University of Tennessee Theatre Department ,"Gagliano, Frank",,,,"Cooke, Thomas P.",,,,,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, January-February 1971, Directed by Thomas Cooke",1970-71,1970/71-1979/80,"Knoxville, Tenn. : The University of Tennessee",1971-01,Text,,image/jpeg,0235,,,English,,Jan-Feb 1971,0012_003049_000408.pdf,7736621,
209,0,0012_003049_000409,The Crucible,1,650,The Crucible,University of Tennessee Theatre Department ,"Miller, Arthur",,,,"Harris, Albert J.",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, February 18-20, 22-24, 26, 1971, The Carousel Theatre, Directed by Albert Harris",1970-71,1970/71-1979/80,"Knoxville, Tenn. : The University of Tennessee",1971-02-18,Text,,image/jpeg,0235,,,English,,"Feb 18-20, 22-24, 26, 1971",0012_003049_000409.pdf,8048360,
210,0,0012_003049_000410,Man of La Mancha,1,650,Man of La Mancha,University of Tennessee Theatre Department ,"Wasserman, Dale","Leigh, Mitch","Darion, Joe",,"Fields, Fred",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, March 26-27, 29-31, April 2, 1971, The Clarence Brown Theatre, Directed by Fred Fields",1970-71,1970/71-1979/80,"Knoxville, Tenn. : The University of Tennessee",1971-03-26,Text,,image/jpeg,0235,,,English,,"Mar 26-27, 29-31, Apr 2, 1971",0012_003049_000410.pdf,7398582,
211,0,0012_003049_000411,The Tragedy of Othello,1,650,The Tragedy of Othello,University of Tennessee Theatre Department ,"Shakespeare, William",,,,"Harris, Albert J.",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, April 23-24, 26-28, 30, 1971, The Clarence Brown Theatre, Directed by Albert J. Harris",1970-71,1970/71-1979/80,"Knoxville, Tenn. : The University of Tennessee",1971-04-23,Text,,image/jpeg,0235,,,English,,"Apr 23-24, 26-28, 30, 1971",0012_003049_000411.pdf,7555685,
212,0,0012_003049_000412,The Price,1,650,The Price,University of Tennessee Theatre Department ,"Miller, Arthur",,,,"Mashburn, Robert",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Carousel Theatre,"Playbill, June 18-19, 22-25, 1971, The Carousel Theatre, Directed by Robert Mashburn",1970-71,1970/71-1979/80,"Knoxville, Tenn. : The University of Tennessee",1971-06-18,Text,,image/jpeg,0235,,,English,,"June 18-19, 22-25, 1971",0012_003049_000412.pdf,7595110,
